Ticker,FetchedAt,Revenue,GrossProfit,OperatingIncome,NetIncome,EPS,TotalAssets,TotalDebt,CashAndEquivalents,NetAssets,SharesOutstanding,ROE,ROA,PER,PBR,Beta,DividendYield,MarketCap,EBITDA,FreeCashflow
7974.T,2026-04-05,2114586935296,857102024704,,400480010240,317.18,,0,2293860925440,2555.487,1152828913,0.14130001,0.05782,27.54272,3.4185264,0.238,2.07,10071113203712,348839739392,
